Code,Name,Email
28078572,"CP INF-PRI ""maria blanchard""",cp.mariablanchard.getafe@educa.madrid.org
28078626,"CP INF-PRI ""maria de maeztu""",cp.mariademaeztu.cerceda@educa.madrid.org
28079436,"CP INF-PRI ""maria de villota""",cp.mariadevillota.madrid@educa.madrid.org
28063878,"CP INF-PRI ""maria martin""",cp.mariamartin.navalcarnero@educa.madrid.org
28037697,"CP INF-PRI ""maria moliner""",cp.mariamoliner.parla@educa.madrid.org
28049377,"CP INF-PRI ""maria moliner""",cp.mariamoliner.madrid@educa.madrid.org
28073011,"CP INF-PRI ""maria montessori""",cp.montessori.mostoles@educa.madrid.org
28033771,"CP INF-PRI ""mariana pineda""",cp.marianapineda.getafe@educa.madrid.org
28030371,"CP INF-PRI ""mariano benlliure""",cp.marianobenlliure.colladovillalba@educa.madrid.org
28031348,"CP INF-PRI ""mariano jose de larra""",cp.larra.madrid@educa.madrid.org
28045062,"CP INF-PRI ""mario benedetti""",cp.mariobenedetti.rivas@educa.madrid.org
28066119,"CP INF-PRI ""mario vargas llosa""",cp.vargasllosa.lasrozas@educa.madrid.org
28003535,"CP INF-PRI ""marques de leganes""",cp.marquesdeleganes.leganes@educa.madrid.org
28005830,"CP INF-PRI ""marques de marcenado""",cp.marquesdemarcenado.madrid@educa.madrid.org
28021148,"CP INF-PRI ""marques de suanzes""",cp.marquesdesuanzes.madrid@educa.madrid.org
28018496,"CP INF-PRI ""martinez montañes""",cp.martinezmontanes.madrid@educa.madrid.org
28078596,"CP INF-PRI ""maruja mallo""",cp.marujamallo.mostoles@educa.madrid.org
28005866,"CP INF-PRI ""mejico""",cp.mejico.madrid@educa.madrid.org
28005878,"CP INF-PRI ""mendez nunez""",cp.mendeznunez.madrid@educa.madrid.org
28029913,"CP INF-PRI ""menendez pidal""",cp.menendezpidal.coslada@educa.madrid.org
28005891,"CP INF-PRI ""menendez pidal""",cp.menendezpidal.madrid@educa.madrid.org
28005881,"CP INF-PRI ""menendez y pelayo""",cp.menendezypelayo.madrid@educa.madrid.org
28029123,"CP INF-PRI ""meseta de orcasitas""",cp.mesetadeorcasitas.madrid@educa.madrid.org
28005908,"CP INF-PRI ""mesonero romanos""",cp.mesoneroromanos.madrid@educa.madrid.org
28010849,"CP INF-PRI ""miguel blasco vilatela""",cp.blascovilatela.madrid@educa.madrid.org
28076307,"CP INF-PRI ""miguel de cervantes""",cp.migueldecervantes.getafe@educa.madrid.org
28042152,"CP INF-PRI ""miguel de cervantes""",cp.cervantes.colladovillalba@educa.madrid.org
28003833,"CP INF-PRI ""miguel de cervantes""",cp.cervantes.leganes@educa.madrid.org
28024964,"CP INF-PRI ""miguel de cervantes""",cp.cervantes.torrejondeardoz@educa.madrid.org
28038136,"CP INF-PRI ""miguel de cervantes""",cp.cervantes.trescantos@educa.madrid.org
28029691,"CP INF-PRI ""miguel de cervantes""",cp.cervantes.mejorada@educa.madrid.org
28010850,"CP INF-PRI ""miguel de unamuno""",cp.unamuno.madrid@educa.madrid.org
28002403,"CP INF-PRI ""miguel delibes""",cp.delibes.colladovillalba@educa.madrid.org
28071814,"CP INF-PRI ""miguel delibes""",cp.migueldelibes.sansebastian@educa.madrid.org
28038288,"CP INF-PRI ""miguel delibes""",cp.delibes.leganes@educa.madrid.org
28002041,"CP INF-PRI ""miguel delibes""",cp.delibes.camporeal@educa.madrid.org
28040878,"CP INF-PRI ""miguel delibes""",cp.delibes.parla@educa.madrid.org
28049420,"CP INF-PRI ""miguel delibes""",cp.delibes.mostoles@educa.madrid.org
28034052,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.sanfernando@educa.madrid.org
28033898,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.torrejondeardoz@educa.madrid.org
28033813,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.leganes@educa.madrid.org
28032389,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.alcorcon@educa.madrid.org
28029615,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.fuenlabrada@educa.madrid.org
28032468,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.getafe@educa.madrid.org
28031026,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.arganda@educa.madrid.org
28032353,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.alcobendas@educa.madrid.org
28032331,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.alcala@educa.madrid.org
28044458,"CP INF-PRI ""miguel hernandez""",cp.miguelhernandez.parla@educa.madrid.org
28031051,"CP INF-PRI ""miguel servet""",cp.miguelservet.madrid@educa.madrid.org
28035366,"CP INF-PRI ""miraflores""",cp.miraflores.alcobendas@educa.madrid.org
28038343,"CP INF-PRI ""mirasierra""",cp.mirasierra.madrid@educa.madrid.org
28045104,"CP INF-PRI ""monte de el pardo""",cp.montepardo.madrid@educa.madrid.org
28001991,"CP INF-PRI ""montelindo""",cp.montelindo.bustarviejo@educa.madrid.org
28066107,"CP INF-PRI ""mozart""",cp.mozart.alcala@educa.madrid.org
28005911,"CP INF-PRI ""navas de tolosa""",cp.navasdetolosa.madrid@educa.madrid.org
28001241,"CP INF-PRI ""ntra. sra. de fatima""",cp.fatima.aldeadelfresno@educa.madrid.org
28010886,"CP INF-PRI ""ntra. sra. de la almudena""",cp.almudena.madrid@educa.madrid.org
28005945,"CP INF-PRI ""ntra. sra. de la concepcion""",cp.concepcion.madrid@educa.madrid.org
28025968,"CP INF-PRI ""ntra. sra. de la fuencisla""",cp.fuencisla.madrid@educa.madrid.org
28039372,"CP INF-PRI ""ntra. sra. de la luz""",cp.luz.madrid@educa.madrid.org
28001681,"CP INF-PRI ""ntra. sra. de la milagrosa""",cp.milagrosa.arganda@educa.madrid.org
28013309,"CP INF-PRI ""ntra. sra. de la paloma""",cp.paloma.madrid@educa.madrid.org
28025491,"CP INF-PRI ""ntra. sra. de la poveda""",cp.poveda.villadelprado@educa.madrid.org
28002609,"CP INF-PRI ""ntra. sra. de la soledad""",cp.soledad.cubas@educa.madrid.org
28025634,"CP INF-PRI ""ntra. sra. de la victoria""",cp.victorias.villarejo@educa.madrid.org
28025181,"CP INF-PRI ""ntra. sra. de lourdes""",cp.lourdes.torrelodones@educa.madrid.org
28024071,"CP INF-PRI ""ntra. sra. de navahonda""",cp.navahonda.robledo@educa.madrid.org
28024617,"CP INF-PRI ""ntra. sra. de valvanera""",cp.valvanera.sansebastian@educa.madrid.org
28023637,"CP INF-PRI ""ntra. sra. del castillo""",cp.castillo.perales@educa.madrid.org
28020740,"CP INF-PRI ""ntra. sra. del lucero""",cp.lucero.madrid@educa.madrid.org
28025087,"CP INF-PRI ""ntra. sra. del pilar""",cp.pilar.torrejondevelasco@educa.madrid.org
28022943,"CP INF-PRI ""ntra. sra. del remolino""",cp.remolino.elmolar@educa.madrid.org
28025208,"CP INF-PRI ""ntra. sra. del rosario""",cp.rosario.torres@educa.madrid.org
28032584,"CP INF-PRI ""ntra. sra. del rosario""",cp.rosario.valdemoro@educa.madrid.org
28000376,"CP INF-PRI ""ntra. sra. del val""",cp.val.alcala@educa.madrid.org
28079424,"CP INF-PRI ""nuria espert""",cp.nuriaespert.madrid@educa.madrid.org
28001277,"CP INF-PRI ""obispo moscoso""",cp.obispomoscoso.algete@educa.madrid.org
28003845,"CP INF-PRI ""ortega y gasset""",cp.ortegaygasset.leganes@educa.madrid.org
28002956,"CP INF-PRI ""ortiz echague""",cp.ortizechague.getafe@educa.madrid.org
28039785,"CP INF-PRI ""pablo neruda""",cp.neruda.fuenlabrada@educa.madrid.org
28037491,"CP INF-PRI ""pablo neruda""",cp.neruda.alcala@educa.madrid.org
28035408,"CP INF-PRI ""pablo neruda""",cp.neruda.coslada@educa.madrid.org
28031351,"CP INF-PRI ""pablo picasso""",cp.picasso.madrid@educa.madrid.org
28032547,"CP INF-PRI ""pablo picasso""",cp.picasso.parla@educa.madrid.org
28038392,"CP INF-PRI ""pablo picasso""",cp.picasso.mejorada@educa.madrid.org
28037673,"CP INF-PRI ""pablo sarasate""",cp.sarasate.mostoles@educa.madrid.org
28049432,"CP INF-PRI ""pablo sorozabal""",cp.sorozabal.mostoles@educa.madrid.org
28005994,"CP INF-PRI ""padre coloma""",cp.padrecoloma.madrid@educa.madrid.org
28037171,"CP INF-PRI ""padre jeronimo""",cp.padrejeronimo.algete@educa.madrid.org
28006007,"CP INF-PRI ""padre mariana""",cp.padremariana.madrid@educa.madrid.org
28006020,"CP INF-PRI ""padre poveda""",cp.padrepoveda.madrid@educa.madrid.org
28010916,"CP INF-PRI ""palacio valdes""",cp.palaciovaldes.madrid@educa.madrid.org
28029238,"CP INF-PRI ""palomeras bajas""",cp.palomerasbajas.madrid@educa.madrid.org
28028209,"CP INF-PRI ""pardo bazan""",cp.pardobazan.leganes@educa.madrid.org
28006044,"CP INF-PRI ""parque aluche""",cp.parquealuche.madrid@educa.madrid.org
28039013,"CP INF-PRI ""parque de cataluña""",cp.parquecataluna.alcobendas@educa.madrid.org
28028325,"CP INF-PRI ""parque de lisboa""",cp.parquelisboa.alcorcon@educa.madrid.org
28035548,"CP INF-PRI ""parque eugenia de montijo""",cp.eugeniademontijo.madrid@educa.madrid.org
28001149,"CP INF-PRI ""parroco d. victoriano""",cp.donvictoriano.alcorcon@educa.madrid.org
28028416,"CP INF-PRI ""pasamonte""",cp.pasamonte.madrid@educa.madrid.org
28010931,"CP INF-PRI ""patriarca obispo eijo garay""",cp.eijogaray.madrid@educa.madrid.org
28056126,"CP INF-PRI ""pedro antonio de alarcón""",cp.alarcon.valdemoro@educa.madrid.org
28062114,"CP INF-PRI ""pedro brimonis""",cp.pedrobrimonis.humanes@educa.madrid.org
28060211,"CP INF-PRI ""pedro duque""",cp.pedroduque.madrid@educa.madrid.org
28037958,"CP INF-PRI ""pedro lopez de lerena""",cp.lopezdelerena.valdemoro@educa.madrid.org
28038112,"CP INF-PRI ""pedro muñoz seca""",cp.munozseca.algete@educa.madrid.org
28001952,"CP INF-PRI ""peñalta""",cp.penalta.buitrago@educa.madrid.org
28050379,"CP INF-PRI ""peñas albas""",cp.penasalbas.villalbilla@educa.madrid.org
28028210,"CP INF-PRI ""perez galdos""",cp.perezgaldos.leganes@educa.madrid.org
28006056,"CP INF-PRI ""peru""",cp.peru.madrid@educa.madrid.org
28010679,"CP INF-PRI ""pi i margall""",cp.piimargall.madrid@educa.madrid.org
28002014,"CP INF-PRI ""pico de la miel""",cp.picodelamiel.lacabrera@educa.madrid.org
28063763,"CP INF-PRI ""pinar de san jose""",cp.pinardesanjose.madrid@educa.madrid.org
28006068,"CP INF-PRI ""pinar del rey""",cp.pinardelrey.madrid@educa.madrid.org
28031142,"CP INF-PRI ""pinar prados de torrejon""",cp.pinarprados.pozuelodealarcon@educa.madrid.org
28034076,"CP INF-PRI ""pinocho""",cp.pinocho.torrejondeardoz@educa.madrid.org
28021045,"CP INF-PRI ""pintor rosales""",cp.pintorrosales.madrid@educa.madrid.org
28033977,"CP INF-PRI ""pio baroja""",cp.piobaroja.mostoles@educa.madrid.org
28028222,"CP INF-PRI ""pio baroja""",cp.piobaroja.leganes@educa.madrid.org
28021434,"CP INF-PRI ""pio baroja""",cp.piobaroja.madrid@educa.madrid.org
28006071,"CP INF-PRI ""pio xii""",cp.piodoce.madrid@educa.madrid.org
28071371,"CP INF-PRI ""placido domingo""",cp.placidodomingo.madrid@educa.madrid.org
28035433,"CP INF-PRI ""poetisa celia viñas""",cp.celiavinas.fuenlabrada@educa.madrid.org
28010357,"CP INF-PRI ""portugal""",cp.portugal.madrid@educa.madrid.org
28030401,"CP INF-PRI ""pradolongo""",cp.pradolongo.madrid@educa.madrid.org
28023273,"CP INF-PRI ""principe de asturias""",cp.principeasturias.navacerrada@educa.madrid.org
28039980,"CP INF-PRI ""principe de asturias""",cp.principeasturias.mostoles@educa.madrid.org
28029111,"CP INF-PRI ""principe de asturias""",cp.principeasturias.madrid@educa.madrid.org
28026043,"CP INF-PRI ""principe felipe""",cp.principefelipe.sansebastian@educa.madrid.org
28062345,"CP INF-PRI ""principes de asturias""",cp.principesdeasturias.quijorna@educa.madrid.org
28045177,"CP INF-PRI ""profesor don enrique tierno galvan""",cp.tiernogalvan.colladovillalba@educa.madrid.org
28038069,"CP INF-PRI ""profesor tierno galvan""",cp.tiernogalvan.alcobendas@educa.madrid.org
28006101,"CP INF-PRI ""puerto rico""",cp.puertorico.madrid@educa.madrid.org
28021321,"CP INF-PRI ""rabindranath tagore""",cp.tagore.madrid@educa.madrid.org
28049481,"CP INF-PRI ""rafael alberti""",cp.rafaelalberti.rivas@educa.madrid.org
28033990,"CP INF-PRI ""rafael alberti""",cp.alberti.mostoles@educa.madrid.org
28006123,"CP INF-PRI ""ramiro de maeztu""",cp.ramirodemaeztu.madrid@educa.madrid.org
28039177,"CP INF-PRI ""ramon carande""",cp.ramoncarande.torrejondeardoz@educa.madrid.org
28010941,"CP INF-PRI ""ramon gomez de la serna""",cp.gomezdelaserna.madrid@educa.madrid.org
28025373,"CP INF-PRI ""ramon linacero""",cp.ramonlinacero.alalpardo@educa.madrid.org
28025956,"CP INF-PRI ""ramon maria del valle inclan""",cp.valleinclan.madrid@educa.madrid.org
28026067,"CP INF-PRI ""ramon perez de ayala""",cp.perezdeayala.madrid@educa.madrid.org
28028271,"CP INF-PRI ""ramon y cajal""",cp.ramonycajal.torrejondeardoz@educa.madrid.org
28058597,"CP INF-PRI ""rayuela""",cp.rayuela.villanuevadelpardillo@educa.madrid.org
28045131,"CP INF-PRI ""rayuela""",cp.rayuela.fuenlabrada@educa.madrid.org
28010953,"CP INF-PRI ""real armada""",cp.realarmada.madrid@educa.madrid.org
28006135,"CP INF-PRI ""regimiento inmemorial del rey""",cp.regimiento.madrid@educa.madrid.org
28005431,"CP INF-PRI ""reina victoria""",cp.reinavictoria.madrid@educa.madrid.org
28010977,"CP INF-PRI ""republica de chile""",cp.chile.madrid@educa.madrid.org
28010965,"CP INF-PRI ""republica de colombia""",cp.colombia.madrid@educa.madrid.org
28006172,"CP INF-PRI ""republica de ecuador""",cp.ecuador.madrid@educa.madrid.org
28010989,"CP INF-PRI ""republica de el salvador""",cp.elsalvador.madrid@educa.madrid.org
28010928,"CP INF-PRI ""republica de panama nº 1""",cp.panama.madrid@educa.madrid.org
28006202,"CP INF-PRI ""republica de venezuela""",cp.venezuela.madrid@educa.madrid.org
28006159,"CP INF-PRI ""republica del brasil""",cp.brasil.madrid@educa.madrid.org
28006184,"CP INF-PRI ""republica del paraguay""",cp.paraguay.madrid@educa.madrid.org
28006196,"CP INF-PRI ""republica del uruguay""",cp.uruguay.madrid@educa.madrid.org
28006160,"CP INF-PRI ""republica dominicana""",cp.republicadominicana.madrid@educa.madrid.org
28000111,"CP INF-PRI ""reyes catolicos""",cp.reyescatolicos.alcala@educa.madrid.org
28063817,"CP INF-PRI ""rio alberche""",cp.rioalberche.pelayos@educa.madrid.org
28028556,"CP INF-PRI ""rio bidasoa""",cp.riobidasoa.mostoles@educa.madrid.org
28034091,"CP INF-PRI ""rosa chacel""",cp.rosachacel.colladovillalba@educa.madrid.org
28037715,"CP INF-PRI ""rosa luxemburgo""",cp.rosaluxemburgo.parla@educa.madrid.org
28041767,"CP INF-PRI ""rosa luxemburgo""",cp.rosaluxemburgo.madrid@educa.madrid.org
28067586,"CP INF-PRI ""rosa montero""",cp.rosamontero.parla@educa.madrid.org
28038197,"CP INF-PRI ""rosalia de castro""",cp.rosaliadecastro.getafe@educa.madrid.org
28036140,"CP INF-PRI ""rosalia de castro""",cp.rosaliadecastro.fuenlabrada@educa.madrid.org
28035411,"CP INF-PRI ""rosalia de castro""",cp.rosaliadecastro.coslada@educa.madrid.org
28040866,"CP INF-PRI ""rosalia de castro""",cp.rosaliadecastro.majadahonda@educa.madrid.org
28038124,"CP INF-PRI ""rosalia de castro""",cp.rosaliadecastro.arganda@educa.madrid.org
28028532,"CP INF-PRI ""rosalia de castro""",cp.rosaliadecastro.mostoles@educa.madrid.org
28006238,"CP INF-PRI ""rufino blanco""",cp.rufinoblanco.madrid@educa.madrid.org
28002981,"CP INF-PRI ""sagrado corazon""",cp.sagradocorazon.getafe@educa.madrid.org
28006251,"CP INF-PRI ""sagunto""",cp.sagunto.madrid@educa.madrid.org
28058718,"CP INF-PRI ""salvador dali""",cp.salvadordali.villalbilla@educa.madrid.org
28029512,"CP INF-PRI ""salzillo-valle inclan""",cp.salzillo.mostoles@educa.madrid.org
28025816,"CP INF-PRI ""san andres""",cp.sanandres.colmenarviejo@educa.madrid.org
28060361,"CP INF-PRI ""san bartolome""",cp.sanbartolome.fresnedillas@educa.madrid.org
28019658,"CP INF-PRI ""san benito""",cp.sanbenito.madrid@educa.madrid.org
28006263,"CP INF-PRI ""san carlos""",cp.sancarlos.madrid@educa.madrid.org
28010990,"CP INF-PRI ""san cristobal""",cp.sancristobal.madrid@educa.madrid.org
28025521,"CP INF-PRI ""san damaso""",cp.sandamaso.villamanta@educa.madrid.org
28002543,"CP INF-PRI ""san esteban""",cp.sanesteban.coslada@educa.madrid.org
28002804,"CP INF-PRI ""san esteban""",cp.sanesteban.fuenlabrada@educa.madrid.org
28006275,"CP INF-PRI ""san eugenio y san isidro""",cp.saneugenio.madrid@educa.madrid.org
28029597,"CP INF-PRI ""san fernando""",cp.sanfernando.aranjuez@educa.madrid.org
28002890,"CP INF-PRI ""san gregorio""",cp.sangregorio.galapagar@educa.madrid.org
28006305,"CP INF-PRI ""san ignacio de loyola""",cp.sanignacio.madrid@educa.madrid.org
28006317,"CP INF-PRI ""san ildefonso""",cp.sanildefonso.madrid@educa.madrid.org
28006329,"CP INF-PRI ""san isidoro""",cp.sanisidoro.madrid@educa.madrid.org
28001617,"CP INF-PRI ""san isidro""",cp.sanisidro.aranjuez@educa.madrid.org
28025075,"CP INF-PRI ""san jose""",cp.sanjose.torrejondelacalzada@educa.madrid.org
28024125,"CP INF-PRI ""san jose""",cp.sanjose.lasrozas@educa.madrid.org
28003316,"CP INF-PRI ""san jose de calasanz""",cp.sanjosedecalasanz.getafe@educa.madrid.org
28001371,"CP INF-PRI ""san jose de calasanz""",cp.sanjosedecalasanz.aranjuez@educa.madrid.org
28025804,"CP INF-PRI ""san jose de valderas""",cp.sanjosedevalderas.alcorcon@educa.madrid.org
28023923,"CP INF-PRI ""san jose obrero""",cp.sanjoseobrero.pozuelodealarcon@educa.madrid.org
28030472,"CP INF-PRI ""san juan bautista""",cp.sanjuanbautista.madrid@educa.madrid.org
28001770,"CP INF-PRI ""san juan bautista""",cp.sanjuanbautista.arganda@educa.madrid.org
28011015,"CP INF-PRI ""san juan bosco""",cp.sanjuanbosco.madrid@educa.madrid.org
28006354,"CP INF-PRI ""san juan de la cruz""",cp.sanjuandelacruz.madrid@educa.madrid.org
28024356,"CP INF-PRI ""san lorenzo""",cp.sanlorenzo.sanlorenzo@educa.madrid.org
28025580,"CP INF-PRI ""san lucas""",cp.sanlucas.villanuevadelpardillo@educa.madrid.org
28024484,"CP INF-PRI ""san marcos""",cp.sanmarcos.sanmartindelavega@educa.madrid.org
28067598,"CP INF-PRI ""san martin de tours""",cp.smartintours.sanmartindevaldeiglesias@educa.madrid.org
28062333,"CP INF-PRI ""san miguel""",cp.sanmiguel.navalagamella@educa.madrid.org
28058548,"CP INF-PRI ""san miguel""",cp.sanmiguel.pedrezuela@educa.madrid.org
28019567,"CP INF-PRI ""san miguel""",cp.sanmiguel.madrid@educa.madrid.org
28029160,"CP INF-PRI ""san miguel""",cp.sanmiguel.lasrozas@educa.madrid.org
28022992,"CP INF-PRI ""san miguel arcangel""",cp.sanmiguel.moralzarzal@educa.madrid.org
28002464,"CP INF-PRI ""san pablo""",cp.sanpablo.coslada@educa.madrid.org
28006366,"CP INF-PRI ""san pablo""",cp.sanpablo.madrid@educa.madrid.org
28065504,"CP INF-PRI ""san pedro apostol""",cp.sanpedroapostol.ribatejada@educa.madrid.org
28022797,"CP INF-PRI ""san pio x""",cp.sanpiodecimo.majadahonda@educa.madrid.org
28014272,"CP INF-PRI ""san roque""",cp.sanroque.madrid@educa.madrid.org
28030435,"CP INF-PRI ""san sebastian""",cp.sansebastian.sansebastian@educa.madrid.org
28022876,"CP INF-PRI ""san sebastian""",cp.sansebastian.meco@educa.madrid.org
28067756,"CP INF-PRI ""san vicente""",cp.sanvicente.colmenardelarroyo@educa.madrid.org
28063830,"CP INF-PRI ""sansueña""",cp.sansuena.talamanca@educa.madrid.org
28064081,"CP INF-PRI ""santa ana""",cp.santaana.pedrezuela@educa.madrid.org
28069716,"CP INF-PRI ""santa catalina""",cp.santacatalina.majadahonda@educa.madrid.org
28063933,"CP INF-PRI ""santa lucia""",cp.santalucia.carabana@educa.madrid.org
28002968,"CP INF-PRI ""santa margarita maria alacoque""",cp.santamargarita.getafe@educa.madrid.org
28006381,"CP INF-PRI ""santa maria""",cp.santamaria.madrid@educa.madrid.org
28001289,"CP INF-PRI ""santa quiteria""",cp.santaquiteria.alpedrete@educa.madrid.org
28022980,"CP INF-PRI ""santa teresa""",cp.santateresa.moraleja@educa.madrid.org
28029603,"CP INF-PRI ""santa teresa de jesus""",cp.santateresa.aranjuez@educa.madrid.org
28025567,"CP INF-PRI ""santiago apostol""",cp.santiagoapostol.villanuevadelacanada@educa.madrid.org
28028799,"CP INF-PRI ""santiago ramon y cajal""",cp.ramonycajal.alcorcon@educa.madrid.org
28037569,"CP INF-PRI ""santiago ramon y cajal""",cp.ramonycajal.fuenlabrada@educa.madrid.org
28006391,"CP INF-PRI ""santo domingo""",cp.santodomingo.madrid@educa.madrid.org
28026501,"CP INF-PRI ""santo domingo""",cp.santodomingo.alcorcon@educa.madrid.org
28035482,"CP INF-PRI ""santo domingo de guzman""",cp.santodomingo.humanes@educa.madrid.org
28028763,"CP INF-PRI ""santos niños""",cp.santosninos.alcala@educa.madrid.org
28002269,"CP INF-PRI ""seis de diciembre""",cp.seisdediciembre.colmenarejo@educa.madrid.org
28037764,"CP INF-PRI ""seis de diciembre""",cp.seisdediciembre.torrejondeardoz@educa.madrid.org
28033643,"CP INF-PRI ""seis de diciembre""",cp.seisdediciembre.alcobendas@educa.madrid.org
28033692,"CP INF-PRI ""seneca""",cp.seneca.coslada@educa.madrid.org
28044321,"CP INF-PRI ""seneca""",cp.seneca.parla@educa.madrid.org
28049626,"CP INF-PRI ""serracines""",cp.serracines.fresno@educa.madrid.org
28003286,"CP INF-PRI ""seseña y benavente""",cp.sesena.getafe@educa.madrid.org
28049456,"CP INF-PRI ""severo ochoa""",cp.severoochoa.mostoles@educa.madrid.org
28026596,"CP INF-PRI ""severo ochoa""",cp.severoochoa.torrejondeardoz@educa.madrid.org
28064381,"CP INF-PRI ""sierra de guadarrama""",cp.sierra.guadarrama@educa.madrid.org
28057362,"CP INF-PRI ""siglo xxi""",cp.sigloveintiuno.lasrozas@educa.madrid.org
28024629,"CP INF-PRI ""silvio abad""",cp.silvioabad.sansebastian@educa.madrid.org
28002270,"CP INF-PRI ""soledad sainz""",cp.soledadsainz.colmenarviejo@educa.madrid.org
28076290,"CP INF-PRI ""tempranales""",cp.tempranales.sansebastian@educa.madrid.org
28060324,"CP INF-PRI ""teresa berganza""",cp.teresaberganza.boadilla@educa.madrid.org
28064421,"CP INF-PRI ""teresa de calcuta""",cp.teresadecalcuta.sansebastian@educa.madrid.org
28039384,"CP INF-PRI ""tierno galvan""",cp.tiernogalvan.trescantos@educa.madrid.org
28026195,"CP INF-PRI ""tirso de molina""",cp.tirsodemolina.colmenarviejo@educa.madrid.org
28006408,"CP INF-PRI ""tirso de molina""",cp.tirsodemolina.madrid@educa.madrid.org
28010394,"CP INF-PRI ""tomas breton""",cp.tomasbreton.madrid@educa.madrid.org
28002099,"CP INF-PRI ""tome y orgaz""",cp.tomeyorgaz.casarrubuelos@educa.madrid.org
28028337,"CP INF-PRI ""torres quevedo""",cp.torresquevedo.coslada@educa.madrid.org
28033801,"CP INF-PRI ""trabenco""",cp.trabenco.leganes@educa.madrid.org
28041809,"CP INF-PRI ""uno de mayo""",cp.unodemayo.torrejondeardoz@educa.madrid.org
28040881,"CP INF-PRI ""v centenario""",cp.quintocentenario.sansebastian@educa.madrid.org
28045098,"CP INF-PRI ""valdebernardo""",cp.valdebernardo.madrid@educa.madrid.org
28025440,"CP INF-PRI ""valdemera""",cp.valdemera.velilla@educa.madrid.org
28030824,"CP INF-PRI ""valdepalitos""",cp.valdepalitos.alcobendas@educa.madrid.org
28042802,"CP INF-PRI ""valderrey""",cp.valderrey.algete@educa.madrid.org
28004941,"CP INF-PRI ""vasco nuñez de balboa""",cp.nunezdebalboa.madrid@educa.madrid.org
28011040,"CP INF-PRI ""vazquez de mella""",cp.vazquezdemella.madrid@educa.madrid.org
28002166,"CP INF-PRI ""ventura rodriguez""",cp.venturarodriguez.ciempozuelos@educa.madrid.org
28002129,"CP INF-PRI ""via romana""",cp.viaromana.cercedilla@educa.madrid.org
28030411,"CP INF-PRI ""vicalvaro""",cp.vicalvaro.madrid@educa.madrid.org
28025351,"CP INF-PRI ""vicente aleixandre""",cp.vicentealeixandre.valdemoro@educa.madrid.org
28035585,"CP INF-PRI ""vicente aleixandre""",cp.vicentealeixandre.mostoles@educa.madrid.org
28028805,"CP INF-PRI ""vicente aleixandre""",cp.vicentealeixandre.alcorcon@educa.madrid.org
28001551,"CP INF-PRI ""vicente aleixandre""",cp.vicentealeixandre.aranjuez@educa.madrid.org
28034040,"CP INF-PRI ""vicente aleixandre""",cp.vicentealeixandre.lasrozas@educa.madrid.org
28026602,"CP INF-PRI ""vicente aleixandre""",cp.vicentealeixand.torrejondeardoz@educa.madrid.org
28039773,"CP INF-PRI ""vicente blasco ibañez""",cp.blascoibanez.fuenlabrada@educa.madrid.org
28067574,"CP INF-PRI ""vicente ferrer""",cp.vicenteferrer.getafe@educa.madrid.org
28069728,"CP INF-PRI ""victor jara""",cp.victorjara.fuenlabrada@educa.madrid.org
28003791,"CP INF-PRI ""victor pradera""",cp.victorpradera.leganes@educa.madrid.org
28040015,"CP INF-PRI ""victoria kent""",cp.victoriakent.rivas@educa.madrid.org
28003456,"CP INF-PRI ""villa de guadarrama""",cp.villadeguadarrama.guadarrama@educa.madrid.org
28033734,"CP INF-PRI ""villalar""",cp.villalar.coslada@educa.madrid.org
28024307,"CP INF-PRI ""villar palasi""",cp.villarpalasi.sanfernando@educa.madrid.org
28003481,"CP INF-PRI ""virgen de la encina""",cp.encina.hoyodemanzanares@educa.madrid.org
28024502,"CP INF-PRI ""virgen de la nueva""",cp.delanueva.sanmartindevaldeiglesias@educa.madrid.org
28002361,"CP INF-PRI ""virgen de la paz""",cp.delapaz.colladomediano@educa.madrid.org
28022864,"CP INF-PRI ""virgen de la peña sacra""",cp.penasacra.manzanares@educa.madrid.org
28023443,"CP INF-PRI ""virgen de la ribera fund. hnos.""",cp.ribera.paracuellos@educa.madrid.org
28002282,"CP INF-PRI ""virgen de los remedios""",cp.remedios.colmenarviejo@educa.madrid.org
28024253,"CP INF-PRI ""virgen de navalazarza""",cp.navalazarza.sanagustin@educa.madrid.org
28043041,"CP INF-PRI ""virgen de valderrabe""",cp.valderrabe.algete@educa.madrid.org
28023546,"CP INF-PRI ""virgen del carmen""",cp.carmen.parla@educa.madrid.org
28025981,"CP INF-PRI ""virgen del cerro""",cp.cerro.madrid@educa.madrid.org
28002191,"CP INF-PRI ""virgen del consuelo""",cp.consuelo.ciempozuelos@educa.madrid.org
28031075,"CP INF-PRI ""virgen del cortijo""",cp.cortijo.madrid@educa.madrid.org
28024800,"CP INF-PRI ""virgen del rosario""",cp.rosario.soto@educa.madrid.org
28024848,"CP INF-PRI ""virgen del rosario""",cp.rosario.titulcia@educa.madrid.org
